id,name,hand,weapon,head,eyes,body,hair
4487,Saru#4487,Space Gloves,Elemental Shotgun,Space Helmet,Invisible Shade,Tactical Body Armor,Metal
4488,Saru#4488,Yukake,Katana,Invisible Hat,Holy Lenses,Ranger Gears,Metal
4489,Saru#4489,Quick Hand,Jarnbjorn,Kasa,Ore Detector,Vestment,Metal
4490,Saru#4490,Yukake,Dao,Galea,Bloodshot,Tactical Body Armor,Metal
4491,Saru#4491,Power Gloves,Katana,Invisible Hat,Invisible Shade,Speakers Suit,Ocean
4492,Saru#4492,Power Gloves,Jarnbjorn,Invisible Hat,Invisible Shade,Speakers Suit,Seafoam
4493,Saru#4493,Protective Gloves,Elemental Saber,Invisible Hat,Karma Sensor,Karuta,Magenta
4494,Saru#4494,Tactical Gloves,Order Keeper,Invisible Hat,Invisible Shade,Karuta,Ocean
4495,Saru#4495,Power Gloves,Order Keeper,Kasa,Power Sensors,Protective Uniform,Charcoal
4496,Saru#4496,Space Gloves,Elemental Gun,Invisible Hat,Eye Patch,Hunter Armor,Metal
4497,Saru#4497,Protective Gloves,Dao,Invisible Hat,Invisible Shade,Mini Reactor Armor,Magenta
4498,Saru#4498,Yukake,Dragon Lance,Kasa,Threat Sensor,Lorica Lamminata,Metal
4499,Saru#4499,Hunter Gloves,Jarnbjorn,Invisible Hat,Invisible Shade,Hunter Armor,Crimson
4500,Saru#4500,Rhythm Gloves,Order Keeper,Kasa,Invisible Shade,Space Suit,Magenta
4501,Saru#4501,Power Gloves,Elemental Shotgun,Invisible Hat,Power Sensors,Tactical Body Armor,Metal
4502,Saru#4502,Ranger Gloves,Dragon Lance,Soft Hat,Threat Sensor,Ranger Gears,Metal
4503,Saru#4503,Ranger Gloves,Elemental Shotgun,Kasa,Bloodshot,Space Suit,Magenta
4504,Saru#4504,Buddist Palm,Order Keeper,Kasa,Invisible Shade,Space Suit,Metal
4505,Saru#4505,Hunter Gloves,Elemental Shotgun,Heaume,Night Vision,Speakers Suit,Ocean
4506,Saru#4506,Protective Gloves,Jarnbjorn,Invisible Hat,Invisible Shade,Protective Uniform,Seafoam
4507,Saru#4507,Hunter Gloves,Order Keeper,Invisible Hat,Power Sensors,Hunter Armor,Charcoal
4508,Saru#4508,Dragon Claws,Elemental Shotgun,Invisible Hat,Tatical Vision,Speakers Suit,Seafoam
4509,Saru#4509,Yukake,Order Keeper,Soft Hat,Invisible Shade,Speakers Suit,Tangerine
4510,Saru#4510,Rhythm Gloves,Jarnbjorn,Invisible Hat,Sand Google,Protective Uniform,Sapphire
4511,Saru#4511,Yukake,Jarnbjorn,Invisible Hat,Ore Detector,Mini Reactor Armor,Sapphire
4512,Saru#4512,Tactical Gloves,Dao,Invisible Hat,Bloodshot,Ranger Gears,Seafoam
4513,Saru#4513,Yukake,Elemental Shotgun,Punk Helmet,DJ Smart Glass,Hunter Armor,Ocean
4514,Saru#4514,Yukake,Order Keeper,Invisible Hat,Power Sensors,Tactical Body Armor,Metal
4515,Saru#4515,Power Gloves,Dao,Space Helmet,Bloodshot,Tactical Body Armor,Seafoam
4516,Saru#4516,Ranger Gloves,Order Keeper,Invisible Hat,Threat Sensor,Space Suit,Blue
4517,Saru#4517,Dragon Claws,Elemental Shotgun,Invisible Hat,Threat Sensor,Space Suit,Metal
4518,Saru#4518,Power Gloves,Dao,Invisible Hat,Threat Sensor,Mini Reactor Armor,Tangerine
4519,Saru#4519,Yukake,Fighting Wrench,Invisible Hat,Sand Google,Speakers Suit,Blue
4520,Saru#4520,Power Gloves,Order Keeper,Invisible Hat,Night Vision,Karuta,Metal
4521,Saru#4521,Tactical Gloves,Katana,Demon Skull,Night Vision,Space Suit,Metal
4522,Saru#4522,Protective Gloves,Elemental Saber,Punk Helmet,Fear Sensors,Protective Uniform,Blue
4523,Saru#4523,Ranger Gloves,Lotus Seed,Invisible Hat,Invisible Shade,Ranger Gears,Metal
4524,Saru#4524,Tactical Gloves,Katana,Soft Hat,Karma Sensor,Protective Uniform,Tangerine
4525,Saru#4525,Tactical Gloves,Elemental Gun,Invisible Hat,Eye Patch,Space Suit,Seafoam
4526,Saru#4526,Protective Gloves,Dao,Invisible Hat,Holy Lenses,Lorica Lamminata,Metal
4527,Saru#4527,Yukake,Elemental Shotgun,Kasa,Tatical Vision,Space Suit,Magenta
4528,Saru#4528,Rhythm Gloves,Order Keeper,Invisible Hat,Invisible Shade,Karuta,Metal
4529,Saru#4529,Hunter Gloves,Order Keeper,Invisible Hat,Bloodshot,Karuta,Sapphire
4530,Saru#4530,Ranger Gloves,Elemental Shotgun,Space Helmet,Invisible Shade,Space Suit,Sapphire
4531,Saru#4531,Tactical Gloves,Jarnbjorn,Invisible Hat,DJ Smart Glass,Vestment,Magenta
4532,Saru#4532,Ranger Gloves,Katana,Invisible Hat,Invisible Shade,Karuta,Metal
4533,Saru#4533,Ranger Gloves,Elemental Shotgun,Kasa,Threat Sensor,Tactical Body Armor,Ocean
4534,Saru#4534,Ranger Gloves,Elemental Shotgun,Space Helmet,Invisible Shade,Protective Uniform,Charcoal
4535,Saru#4535,Rhythm Gloves,Elemental Shotgun,Stetson,Night Vision,Space Suit,Seafoam
4536,Saru#4536,Ranger Gloves,Dragon Lance,Stetson,Fear Sensors,Hunter Armor,Metal
4537,Saru#4537,Tactical Gloves,Order Keeper,Kasa,Tatical Vision,Protective Uniform,Indigo
4538,Saru#4538,Dragon Claws,Order Keeper,Invisible Hat,Threat Sensor,Tactical Body Armor,Blue
4539,Saru#4539,Space Gloves,Elemental Gun,Invisible Hat,Power Sensors,Protective Uniform,Seafoam
4540,Saru#4540,Space Gloves,Jarnbjorn,Invisible Hat,DJ Smart Glass,Lorica Lamminata,Magenta
4541,Saru#4541,Protective Gloves,Dao,Invisible Hat,Holy Lenses,Protective Uniform,Metal
4542,Saru#4542,Rhythm Gloves,Order Keeper,Space Helmet,Invisible Shade,Space Suit,Blue
4543,Saru#4543,Dragon Claws,Elemental Gun,Invisible Hat,Holy Lenses,Speakers Suit,Metal
4544,Saru#4544,Space Gloves,Jarnbjorn,Invisible Hat,Invisible Shade,Protective Uniform,Ocean
4545,Saru#4545,Dragon Claws,Fighting Wrench,Invisible Hat,Karma Sensor,Mini Reactor Armor,Sapphire
4546,Saru#4546,Ranger Gloves,Elemental Shotgun,Kasa,Night Vision,Space Suit,Seafoam
4547,Saru#4547,Tactical Gloves,Elemental Saber,Heaume,Fear Sensors,Protective Uniform,Sapphire
4548,Saru#4548,Rhythm Gloves,Elemental Shotgun,Galea,Invisible Shade,Space Suit,Magenta
4549,Saru#4549,Rhythm Gloves,Order Keeper,Invisible Hat,Invisible Shade,Mini Reactor Armor,Sapphire
4550,Saru#4550,Power Gloves,Dao,Demon Skull,Tatical Vision,Lorica Lamminata,Metal
4551,Saru#4551,Ranger Gloves,Dao,Kasa,Sand Google,Speakers Suit,Metal
4552,Saru#4552,Space Gloves,Elemental Gun,Invisible Hat,DJ Smart Glass,Vestment,Charcoal
4553,Saru#4553,Rhythm Gloves,Fighting Wrench,Space Helmet,Fear Sensors,Tactical Body Armor,Ocean
4554,Saru#4554,Hunter Gloves,Fighting Wrench,Invisible Hat,Holy Lenses,Speakers Suit,Seafoam
4555,Saru#4555,Protective Gloves,Jarnbjorn,Invisible Hat,Fear Sensors,Tactical Body Armor,Metal
4556,Saru#4556,Power Gloves,Elemental Saber,Invisible Hat,Ore Detector,Lorica Lamminata,Sapphire
4557,Saru#4557,Rhythm Gloves,Elemental Gun,Invisible Hat,Holy Lenses,Karuta,Metal
4558,Saru#4558,Hunter Gloves,Elemental Saber,Demon Skull,Holy Lenses,Ranger Gears,Tangerine
4559,Saru#4559,Space Gloves,Order Keeper,Invisible Hat,Invisible Shade,Lorica Lamminata,Ocean
4560,Saru#4560,Space Gloves,Dragon Lance,Invisible Hat,Invisible Shade,Speakers Suit,Metal
4561,Saru#4561,Ranger Gloves,Elemental Saber,Kasa,Ore Detector,Ranger Gears,Charcoal
4562,Saru#4562,Dragon Claws,Fighting Wrench,Invisible Hat,Ore Detector,Speakers Suit,Metal
4563,Saru#4563,Tactical Gloves,Elemental Gun,Tactical Helmet,Karma Sensor,Protective Uniform,Sapphire
4564,Saru#4564,Protective Gloves,Elemental Saber,Invisible Hat,Sand Google,Hunter Armor,Tangerine
4565,Saru#4565,Space Gloves,Jarnbjorn,Tactical Helmet,Tatical Vision,Speakers Suit,Blue
4566,Saru#4566,Space Gloves,Order Keeper,Soft Hat,Invisible Shade,Karuta,Tangerine
4567,Saru#4567,Ranger Gloves,Katana,Invisible Hat,Holy Lenses,Hunter Armor,Metal
4568,Saru#4568,Tactical Gloves,Fighting Wrench,Invisible Hat,Invisible Shade,Protective Uniform,Seafoam
4569,Saru#4569,Yukake,Elemental Gun,Galea,Bloodshot,Lorica Lamminata,Metal
4570,Saru#4570,Holy Hands,Order Keeper,Invisible Hat,Invisible Shade,Ranger Gears,Tangerine
4571,Saru#4571,Dragon Claws,Katana,Invisible Hat,Bloodshot,Space Suit,Ocean
4572,Saru#4572,Yukake,Jarnbjorn,Invisible Hat,Bloodshot,Mini Reactor Armor,Indigo
4573,Saru#4573,Hunter Gloves,Dragon Lance,Demon Skull,Bloodshot,Speakers Suit,Metal
4574,Saru#4574,Protective Gloves,Elemental Saber,Invisible Hat,Invisible Shade,Protective Uniform,Metal
4575,Saru#4575,Yukake,Jarnbjorn,Space Helmet,Fear Sensors,Speakers Suit,Metal
4576,Saru#4576,Yukake,Fighting Wrench,Space Helmet,Fear Sensors,Tactical Body Armor,Gold
4577,Saru#4577,Tactical Gloves,Elemental Saber,Invisible Hat,DJ Smart Glass,Speakers Suit,Indigo
4578,Saru#4578,Rhythm Gloves,Dragon Lance,Galea,Power Sensors,Speakers Suit,Indigo
4579,Saru#4579,Rhythm Gloves,Elemental Saber,Punk Helmet,Sand Google,Lorica Lamminata,Metal
4580,Saru#4580,Rhythm Gloves,Order Keeper,Heaume,Threat Sensor,Space Suit,Sapphire
4581,Saru#4581,Space Gloves,Elemental Gun,Kasa,Bloodshot,Lorica Lamminata,Sapphire
4582,Saru#4582,Protective Gloves,Elemental Gun,Space Helmet,Night Vision,Mini Reactor Armor,Tangerine
4583,Saru#4583,Rhythm Gloves,Peacemaker,Invisible Hat,Tatical Vision,Speakers Suit,Crimson
4584,Saru#4584,Rhythm Gloves,Katana,Invisible Hat,Fear Sensors,Mini Reactor Armor,Sapphire
4585,Saru#4585,Tactical Gloves,Dragon Lance,Invisible Hat,Ore Detector,Hunter Armor,Metal
4586,Saru#4586,Rhythm Gloves,Dragon Lance,Kasa,Fear Sensors,Karuta,Indigo
4587,Saru#4587,Tactical Gloves,Order Keeper,Space Helmet,Fear Sensors,Lorica Lamminata,Metal
4588,Saru#4588,Hunter Gloves,Order Keeper,Invisible Hat,Power Sensors,Space Suit,Seafoam
4589,Saru#4589,Dragon Claws,Elemental Shotgun,Punk Helmet,Bloodshot,Space Suit,Metal
4590,Saru#4590,Protective Gloves,Fighting Wrench,Invisible Hat,Power Sensors,Space Suit,Ocean
4591,Saru#4591,Dragon Claws,Dao,Invisible Hat,Fear Sensors,Space Suit,Magenta
4592,Saru#4592,Space Gloves,Fighting Wrench,Invisible Hat,Invisible Shade,Tactical Body Armor,Ocean
4593,Saru#4593,Space Gloves,Elemental Saber,Kabuto,DJ Smart Glass,Mini Reactor Armor,Blue
4594,Saru#4594,Space Gloves,Dao,Kasa,Invisible Shade,Space Suit,Blue
4595,Saru#4595,Protective Gloves,Order Keeper,Invisible Hat,Invisible Shade,Protective Uniform,Metal
4596,Saru#4596,Tactical Gloves,Elemental Gun,Heaume,Ore Detector,Karuta,Metal
4597,Saru#4597,Yukake,Elemental Gun,Space Helmet,Threat Sensor,Protective Uniform,Tangerine
4598,Saru#4598,Space Gloves,Dao,Invisible Hat,Ore Detector,Tactical Body Armor,Charcoal
4599,Saru#4599,Power Gloves,Elemental Saber,Space Helmet,Eye Patch,Karuta,Seafoam
4600,Saru#4600,Holy Hands,Jarnbjorn,Kabuto,Invisible Shade,Karuta,Metal
4601,Saru#4601,Protective Gloves,Elemental Saber,Kasa,Tatical Vision,Karuta,Indigo
4602,Saru#4602,Yukake,Dragon Lance,Invisible Hat,Invisible Shade,Speakers Suit,Metal
4603,Saru#4603,Dragon Claws,Dao,Demon Skull,Sand Google,Tactical Body Armor,Metal
4604,Saru#4604,Protective Gloves,Elemental Shotgun,Invisible Hat,Invisible Shade,Lorica Lamminata,Magenta
4605,Saru#4605,Rhythm Gloves,Elemental Gun,Invisible Hat,Sand Google,Space Suit,Metal
4606,Saru#4606,Hunter Gloves,Order Keeper,Stetson,Invisible Shade,Tactical Body Armor,Sapphire
4607,Saru#4607,Power Gloves,Elemental Shotgun,Invisible Hat,Invisible Shade,Hunter Armor,Indigo
4608,Saru#4608,Yukake,Order Keeper,Invisible Hat,Tatical Vision,Speakers Suit,Metal
4609,Saru#4609,Dragon Claws,Jarnbjorn,Heaume,Threat Sensor,Tactical Body Armor,Metal
4610,Saru#4610,Space Gloves,Elemental Saber,Space Helmet,Fear Sensors,Speakers Suit,Blue
4611,Saru#4611,Ranger Gloves,Lotus Seed,Space Helmet,Tatical Vision,Hunter Armor,Metal
4612,Saru#4612,Space Gloves,Katana,Space Helmet,Invisible Shade,Protective Uniform,Metal
4613,Saru#4613,Tactical Gloves,Dao,Tactical Helmet,Threat Sensor,Speakers Suit,Metal
4614,Saru#4614,Protective Gloves,Order Keeper,Invisible Hat,Invisible Shade,Protective Uniform,Crimson
4615,Saru#4615,Hunter Gloves,Elemental Saber,Space Helmet,Power Sensors,Karuta,Charcoal
4616,Saru#4616,Quick Hand,Elemental Shotgun,Invisible Hat,Night Vision,Tactical Body Armor,Ocean
4617,Saru#4617,Protective Gloves,Elemental Saber,Kasa,Invisible Shade,Tactical Body Armor,Metal
4618,Saru#4618,Yukake,Elemental Saber,Invisible Hat,Sand Google,Space Suit,Metal
4619,Saru#4619,Ranger Gloves,Order Keeper,Kasa,Tatical Vision,Protective Uniform,Tangerine
4620,Saru#4620,Rhythm Gloves,Jarnbjorn,Invisible Hat,Tatical Vision,Space Suit,Metal
4621,Saru#4621,Tactical Gloves,Fighting Wrench,Galea,Bloodshot,Tactical Body Armor,Crimson
4622,Saru#4622,Space Gloves,Fighting Wrench,Stetson,Threat Sensor,Tactical Body Armor,Metal
4623,Saru#4623,Power Gloves,Dao,Invisible Hat,Power Sensors,Hunter Armor,Magenta
4624,Saru#4624,Hunter Gloves,Elemental Gun,Demon Skull,Night Vision,Space Suit,Sapphire
4625,Saru#4625,Yukake,Elemental Shotgun,Invisible Hat,Tatical Vision,Hunter Armor,Magenta
4626,Saru#4626,Hunter Gloves,Elemental Gun,Space Helmet,DJ Smart Glass,Vegeterian,Metal
4627,Saru#4627,Ranger Gloves,Fighting Wrench,Space Helmet,Karma Sensor,Mini Reactor Armor,Charcoal
4628,Saru#4628,Tactical Gloves,Elemental Shotgun,Stetson,Ore Detector,Ranger Gears,Indigo
4629,Saru#4629,Rhythm Gloves,Elemental Saber,Invisible Hat,Power Sensors,Karuta,Magenta
4630,Saru#4630,Yukake,Jarnbjorn,Invisible Hat,Bloodshot,Tactical Body Armor,Blue
4631,Saru#4631,Dragon Claws,Dragon Lance,Kasa,Night Vision,Space Suit,Metal
4632,Saru#4632,Rhythm Gloves,Jarnbjorn,Invisible Hat,Invisible Shade,Lorica Lamminata,Metal
4633,Saru#4633,Yukake,Fighting Wrench,Kasa,Fear Sensors,Karuta,Blue
4634,Saru#4634,Power Gloves,Elemental Gun,Stetson,Karma Sensor,Lorica Lamminata,Tangerine
4635,Saru#4635,Ranger Gloves,Order Keeper,Heaume,Invisible Shade,Protective Uniform,Metal
4636,Saru#4636,Hunter Gloves,Order Keeper,Stetson,Bloodshot,Speakers Suit,Metal
4637,Saru#4637,Space Gloves,Dao,Tactical Helmet,Holy Lenses,Speakers Suit,Charcoal
4638,Saru#4638,Hunter Gloves,Order Keeper,Invisible Hat,Invisible Shade,Ranger Gears,Magenta
4639,Saru#4639,Ranger Gloves,Jarnbjorn,Kasa,Invisible Shade,Lorica Lamminata,Metal
4640,Saru#4640,Yukake,Jarnbjorn,Space Helmet,Invisible Shade,Hunter Armor,Metal
4641,Saru#4641,Space Gloves,Fighting Wrench,Soft Hat,Karma Sensor,Karuta,Metal
4642,Saru#4642,Tactical Gloves,Dao,Invisible Hat,Invisible Shade,Lorica Lamminata,Charcoal
4643,Saru#4643,Space Gloves,Elemental Shotgun,Punk Helmet,Tatical Vision,Protective Uniform,Metal
4644,Saru#4644,Tactical Gloves,Elemental Saber,Stetson,Threat Sensor,Hunter Armor,Crimson
4645,Saru#4645,Dragon Claws,Elemental Gun,Invisible Hat,Karma Sensor,Hunter Armor,Crimson
4646,Saru#4646,Ranger Gloves,Elemental Shotgun,Invisible Hat,Sand Google,Hunter Armor,Cotton White
4647,Saru#4647,Hunter Gloves,Elemental Gun,Heaume,Tatical Vision,Karuta,Seafoam
4648,Saru#4648,Hunter Gloves,Jarnbjorn,Invisible Hat,DJ Smart Glass,Tactical Body Armor,Sapphire
4649,Saru#4649,Hunter Gloves,Elemental Shotgun,Invisible Hat,DJ Smart Glass,Ranger Gears,Sapphire
4650,Saru#4650,Protective Gloves,Elemental Saber,Invisible Hat,Threat Sensor,Protective Uniform,Ocean
4651,Saru#4651,Space Gloves,Fighting Wrench,Invisible Hat,Karma Sensor,Ranger Gears,Blue
4652,Saru#4652,Tactical Gloves,Elemental Gun,Invisible Hat,Threat Sensor,Space Suit,Metal
4653,Saru#4653,Tactical Gloves,Elemental Gun,Invisible Hat,Holy Lenses,Hunter Armor,Charcoal
4654,Saru#4654,Space Gloves,Elemental Shotgun,Invisible Hat,Tatical Vision,Lorica Lamminata,Metal
4655,Saru#4655,Dragon Claws,Elemental Saber,Space Helmet,Invisible Shade,Vestment,Indigo
4656,Saru#4656,Tactical Gloves,Order Keeper,Soft Hat,Power Sensors,Protective Uniform,Tangerine
4657,Saru#4657,Rhythm Gloves,Elemental Shotgun,Invisible Hat,Holy Lenses,Tactical Body Armor,Magenta
4658,Saru#4658,Yukake,Jarnbjorn,Space Helmet,Night Vision,Space Suit,Metal
4659,Saru#4659,Rhythm Gloves,Elemental Gun,Space Helmet,Karma Sensor,Space Suit,Seafoam
4660,Saru#4660,Rhythm Gloves,Order Keeper,Invisible Hat,Holy Lenses,Mini Reactor Armor,Charcoal
4661,Saru#4661,Buddist Palm,Jarnbjorn,Invisible Hat,Threat Sensor,Tactical Body Armor,Crimson
4662,Saru#4662,Yukake,Order Keeper,Invisible Hat,Holy Lenses,Tactical Body Armor,Magenta
4663,Saru#4663,Ranger Gloves,Elemental Gun,Kasa,Invisible Shade,Ranger Gears,Metal
4664,Saru#4664,Hunter Gloves,Elemental Gun,Stetson,Night Vision,Tactical Body Armor,Metal
4665,Saru#4665,Hunter Gloves,Fighting Wrench,Kasa,Invisible Shade,Ranger Gears,Magenta
4666,Saru#4666,Rhythm Gloves,Elemental Gun,Invisible Hat,Threat Sensor,Protective Uniform,Blue
4667,Saru#4667,Yukake,Katana,Invisible Hat,Threat Sensor,Tactical Body Armor,Metal
4668,Saru#4668,Hunter Gloves,Jarnbjorn,Space Helmet,Tatical Vision,Speakers Suit,Magenta
4669,Saru#4669,Space Gloves,Dragon Lance,Invisible Hat,Sand Google,Protective Uniform,Metal
4670,Saru#4670,Dragon Claws,Elemental Shotgun,Space Helmet,Karma Sensor,Protective Uniform,Seafoam
4671,Saru#4671,Protective Gloves,Order Keeper,Kasa,Karma Sensor,Hunter Armor,Ocean
4672,Saru#4672,Yukake,Order Keeper,Kasa,Invisible Shade,Speakers Suit,Metal
4673,Saru#4673,Ranger Gloves,Elemental Shotgun,Space Helmet,Bloodshot,Protective Uniform,Magenta
4674,Saru#4674,Rhythm Gloves,Elemental Saber,Invisible Hat,Tatical Vision,Karuta,Magenta
4675,Saru#4675,Buddist Palm,Jarnbjorn,Invisible Hat,Holy Lenses,Mini Reactor Armor,Magenta
4676,Saru#4676,Dragon Claws,Dao,Invisible Hat,Invisible Shade,Ranger Gears,Charcoal
4677,Saru#4677,Holy Hands,Elemental Saber,Invisible Hat,Power Sensors,Space Suit,Indigo
4678,Saru#4678,Dragon Claws,Order Keeper,Invisible Hat,Fear Sensors,Hunter Armor,Magenta
4679,Saru#4679,Rhythm Gloves,Elemental Saber,Space Helmet,Ore Detector,Karuta,Ocean
4680,Saru#4680,Yukake,Elemental Shotgun,Invisible Hat,Threat Sensor,Lorica Lamminata,Metal
4681,Saru#4681,Tactical Gloves,Peacemaker,Invisible Hat,DJ Smart Glass,Lorica Lamminata,Metal
4682,Saru#4682,Hunter Gloves,Jarnbjorn,Heaume,Ore Detector,Space Suit,Sapphire
4683,Saru#4683,Space Gloves,Lotus Seed,Soft Hat,Bloodshot,Space Suit,Metal
4684,Saru#4684,Hunter Gloves,Dao,Heaume,Eye Patch,Lorica Lamminata,Metal
4685,Saru#4685,Protective Gloves,Jarnbjorn,Invisible Hat,Holy Lenses,Space Suit,Blue
4686,Saru#4686,Tactical Gloves,Fighting Wrench,Punk Helmet,Eye Patch,Ranger Gears,Magenta
4687,Saru#4687,Space Gloves,Order Keeper,Invisible Hat,Fear Sensors,Lorica Lamminata,Ocean
4688,Saru#4688,Yukake,Jarnbjorn,Invisible Hat,Night Vision,Ranger Gears,Crimson
4689,Saru#4689,Power Gloves,Fighting Wrench,Invisible Hat,Power Sensors,Tactical Body Armor,Blue
4690,Saru#4690,Protective Gloves,Dao,Invisible Hat,Invisible Shade,Speakers Suit,Indigo
4691,Saru#4691,Tactical Gloves,Order Keeper,Kabuto,Ore Detector,Speakers Suit,Magenta
4692,Saru#4692,Tactical Gloves,Dragon Lance,Invisible Hat,Invisible Shade,Protective Uniform,Metal
4693,Saru#4693,Dragon Claws,Elemental Saber,Invisible Hat,Fear Sensors,Lorica Lamminata,Sapphire
4694,Saru#4694,Tactical Gloves,Elemental Saber,Space Helmet,Invisible Shade,Ranger Gears,Metal
4695,Saru#4695,Hunter Gloves,Dragon Lance,Kasa,Invisible Shade,Speakers Suit,Indigo
4696,Saru#4696,Tactical Gloves,Elemental Saber,Stetson,Power Sensors,Speakers Suit,Seafoam
4697,Saru#4697,Yukake,Jarnbjorn,Galea,Threat Sensor,Mini Reactor Armor,Blue
4698,Saru#4698,Hunter Gloves,Elemental Gun,Space Helmet,Night Vision,Speakers Suit,Tangerine
4699,Saru#4699,Tactical Gloves,Katana,Stetson,DJ Smart Glass,Tactical Body Armor,Metal
4700,Saru#4700,Yukake,Jarnbjorn,Kabuto,Invisible Shade,Karuta,Metal
4701,Saru#4701,Power Gloves,Dao,Invisible Hat,Tatical Vision,Protective Uniform,Metal
4702,Saru#4702,Yukake,Dragon Lance,Stetson,Tatical Vision,Lorica Lamminata,Blue
4703,Saru#4703,Rhythm Gloves,Katana,Space Helmet,Invisible Shade,Hunter Armor,Metal
4704,Saru#4704,Yukake,Dao,Space Helmet,Threat Sensor,Tactical Body Armor,Ocean
4705,Saru#4705,Power Gloves,Dao,Invisible Hat,DJ Smart Glass,Tactical Body Armor,Sapphire
4706,Saru#4706,Yukake,Katana,Space Helmet,Ore Detector,Vegeterian,Ocean
4707,Saru#4707,Power Gloves,Dao,Space Helmet,DJ Smart Glass,Space Suit,Indigo
4708,Saru#4708,Hunter Gloves,Elemental Gun,Invisible Hat,Threat Sensor,Mini Reactor Armor,Metal
4709,Saru#4709,Yukake,Elemental Saber,Invisible Hat,Ore Detector,Tactical Body Armor,Ocean
4710,Saru#4710,Dragon Claws,Elemental Gun,Invisible Hat,Threat Sensor,Protective Uniform,Metal
4711,Saru#4711,Space Gloves,Jarnbjorn,Invisible Hat,Bloodshot,Tactical Body Armor,Crimson
4712,Saru#4712,Rhythm Gloves,Jarnbjorn,Invisible Hat,Karma Sensor,Vestment,Metal
4713,Saru#4713,Yukake,Elemental Saber,Demon Skull,Bloodshot,Protective Uniform,Sapphire
4714,Saru#4714,Ranger Gloves,Elemental Shotgun,Invisible Hat,Sand Google,Tactical Body Armor,Blue
4715,Saru#4715,Hunter Gloves,Elemental Gun,Demon Skull,Fear Sensors,Mini Reactor Armor,Metal
4716,Saru#4716,Ranger Gloves,Fighting Wrench,Invisible Hat,Power Sensors,Lorica Lamminata,Ocean
4717,Saru#4717,Hunter Gloves,Katana,Invisible Hat,Invisible Shade,Karuta,Sapphire
4718,Saru#4718,Space Gloves,Order Keeper,Invisible Hat,Invisible Shade,Speakers Suit,Sapphire
4719,Saru#4719,Tactical Gloves,Order Keeper,Space Helmet,Tatical Vision,Tactical Body Armor,Ocean
4720,Saru#4720,Rhythm Gloves,Order Keeper,Kasa,Invisible Shade,Karuta,Tangerine
4721,Saru#4721,Rhythm Gloves,Elemental Shotgun,Space Helmet,Power Sensors,Karuta,Charcoal
4722,Saru#4722,Rhythm Gloves,Jarnbjorn,Invisible Hat,Invisible Shade,Ranger Gears,Sapphire
4723,Saru#4723,Space Gloves,Dragon Lance,Space Helmet,Invisible Shade,Speakers Suit,Metal
4724,Saru#4724,Protective Gloves,Elemental Saber,Invisible Hat,DJ Smart Glass,Protective Uniform,Seafoam
4725,Saru#4725,Tactical Gloves,Katana,Invisible Hat,Power Sensors,Tactical Body Armor,Ocean
4726,Saru#4726,Ranger Gloves,Elemental Gun,Kasa,Sand Google,Karuta,Blue
4727,Saru#4727,Protective Gloves,Fighting Wrench,Kasa,Karma Sensor,Karuta,Charcoal
4728,Saru#4728,Power Gloves,Jarnbjorn,Invisible Hat,Bloodshot,Speakers Suit,Metal
4729,Saru#4729,Protective Gloves,Elemental Shotgun,Invisible Hat,Power Sensors,Karuta,Magenta
4730,Saru#4730,Holy Hands,Fighting Wrench,Invisible Hat,Karma Sensor,Ranger Gears,Metal
4731,Saru#4731,Holy Hands,Elemental Shotgun,Kasa,Karma Sensor,Speakers Suit,Tangerine
4732,Saru#4732,Tactical Gloves,Fighting Wrench,Invisible Hat,Invisible Shade,Lorica Lamminata,Indigo
4733,Saru#4733,Yukake,Jarnbjorn,Invisible Hat,Threat Sensor,Tactical Body Armor,Seafoam
4734,Saru#4734,Hunter Gloves,Jarnbjorn,Invisible Hat,Invisible Shade,Protective Uniform,Tangerine
